LABEL	SRATE	SIZE	NGEN	CLADE_SIZE	HEIGHT_NGEN	HEIGHT_EDGE	DEPTH_NGEN	DEPTH_EDGE	TOTAL_NGEN
N482	0.003851	249682.79621415297	216757.99999999997	2	2307240.9999999995	2	7209071	25	4397723.999999999
Pachycephala_philippinensis	0.031543	432356.54964237014	2164384	1	2164384	1	9299554	27	2164384
Oriolus_oriolus	0.035375	432356.54964237014	2164384	1	2164384	1	9299554	27	2164384
N485	0.002031	432356.54964237014	108764.99999999999	2	2273149	2	7135170	26	4437533
Oreocharis_arfaki	0.041785	329129.4168	2198148	1	2198148	1	9299554	27	2198148
Pteruthius_melanotis	0.036403	113454.13553250399	1854763	1	1854763	1	9299554	28	1854763
Erpornis_zantholeuca	0.034175	106196.06615387293	1466601.9999999998	1	1466601.9999999998	1	9299554	29	1466601.9999999998
Vireo_altiloquus	0.032201	106196.06615387293	1466601.9999999998	1	1466601.9999999998	1	9299554	29	1466601.9999999998
N490	0.006275	106196.06615387293	388160.99999999994	2	1854762.9999999998	2	7832952	28	3321364.9999999995
N491	0.007101	113454.13553250399	343384.99999999994	3	2198148	3	7444791	27	5519512.999999999
N492	0.00142	329129.4168	75000.99999999999	4	2273149	4	7101406	26	7792661.999999999
N566	0.00252	205920.4097942236	62778.999999999985	6	1402769	4	7959564	32	5956414
N567	0.006087	93340.25569780356	213357.99999999994	9	1616127	5	7896785	31	9362533
N568	0.002081	195203.73024941405	60101.99999999999	11	1676229	6	7683427	30	11979268
N569	0.000746	187801.1925055704	21248.999999999996	18	1697478	7	7623325	29	21184078
N570	0.001073	151664.82712693096	22314.999999999996	19	1719793	8	7602076	28	22903871
N571	0.000505	374024.1913386288	21340.999999999996	24	1741134	9	7579761	27	30003800
N572	0.00217	87265.28129265891	54714.99999999999	25	1795849	10	7558420	26	31799649
N573	0.002299	70286.62286	60872.99999999999	26	1856722	11	7503705	25	33656371
N574	0.000744	195765.33175636877	28609.999999999996	27	1885332	12	7442832	24	35541703
Cnemophilus_loriae	0.041884	102008.5804840518	2781230.9999999995	1	2781230.9999999995	1	9299554	18	2781230.9999999995
Melanocharis_versteri	0.042705	250806.53477185316	2730350.9999999995	1	2730350.9999999995	1	9299554	19	2730350.9999999995
Callaeas_wilsoni	0.037731	231136.99354378664	2364176	1	2364176	1	9299554	21	2364176
Notiomystis_cincta	0.050235	231136.99354378664	2364176	1	2364176	1	9299554	21	2364176
N506	0.004759	231136.99354378664	286861.99999999994	2	2651038	2	6935378	20	5015214
Drymodes_brunneopygia	0.052195	915642.6928	2493437.9999999995	1	2493437.9999999995	1	9299554	22	2493437.9999999995
Chaetops_frenatus	0.037812	165705.0439237272	1701701.9999999995	1	1701701.9999999995	1	9299554	23	1701701.9999999995
Picathartes_gymnocephalus	0.031696	165705.0439237272	1701701.9999999995	1	1701701.9999999995	1	9299554	23	1701701.9999999995
N510	0.015207	165705.0439237272	791735.9999999999	2	2493437.9999999995	2	7597852	22	4195139.999999999
N511	0.00205	915642.6928	98514.99999999999	3	2591952.9999999995	3	6806116	21	6787092.999999998
Anthoscopus_minutus	0.05308	119657.03747472558	1833752.9999999998	1	1833752.9999999998	1	9299554	24	1833752.9999999998
Poecile_atricapillus	0.013457	156460.40318117008	636864.9999999999	1	636864.9999999999	1	9299554	25	636864.9999999999
Parus_major	0.012051	70589.79499675245	455488.99999999994	1	455488.99999999994	1	9299554	26	455488.99999999994
Pseudopodoces_humilis	0.009877	70589.79499675245	455488.99999999994	1	455488.99999999994	1	9299554	26	455488.99999999994
N516	0.004339	70589.79499675245	181375.99999999997	2	636864.9999999999	2	8844065	25	1092353.9999999998
N517	0.022744	156460.40318117008	1196887.9999999998	3	1833752.9999999998	3	8662689	24	2926106.9999999995
N518	0.006848	119657.03747472558	242148.99999999997	4	2075901.9999999998	4	7465801	23	5002008.999999999
Alaudala_cheleensis	0.048972	174442.6169281872	1739604.9999999995	1	1739604.9999999995	1	9299554	25	1739604.9999999995
Panurus_biarmicus	0.043338	174442.6169281872	1739604.9999999995	1	1739604.9999999995	1	9299554	25	1739604.9999999995
N521	0.003989	174442.6169281872	145726.99999999997	2	1885331.9999999995	2	7559949	24	3624936.999999999
Nicator_chloris	0.045374	195765.33175636877	1856721.9999999995	1	1856721.9999999995	1	9299554	25	1856721.9999999995
Sylvietta_virens	0.04485	70286.62286	1795848.9999999998	1	1795848.9999999998	1	9299554	26	1795848.9999999998
Cisticola_juncidis	0.056819	87265.28129265891	1741133.9999999998	1	1741133.9999999998	1	9299554	27	1741133.9999999998
Acrocephalus_arundinaceus	0.014892	171762.8290640579	692533.9999999999	1	692533.9999999999	1	9299554	30	692533.9999999999
Hippolais_icterina	0.016839	171762.8290640579	692533.9999999999	1	692533.9999999999	1	9299554	30	692533.9999999999
N527	0.014041	171762.8290640579	994032.9999999998	2	1686566.9999999995	2	8607020	29	2379100.9999999995
Locustella_ochotensis	0.04061	107625.51038008042	1515804.9999999998	1	1515804.9999999998	1	9299554	30	1515804.9999999998
Oxylabes_madagascariensis	0.032081	255672.43324168978	1463888.9999999998	1	1463888.9999999998	1	9299554	31	1463888.9999999998
Donacobius_atricapilla	0.041306	255672.43324168978	1463888.9999999998	1	1463888.9999999998	1	9299554	31	1463888.9999999998
N531	0.000975	255672.43324168978	51915.999999999985	2	1515804.9999999998	2	7835665	30	2979693.9999999995
N532	0.00497	107625.51038008042	170761.99999999997	3	1686566.9999999998	3	7783749	29	4666260.999999999
N533	0.000812	384145.3824522654	33225.99999999999	5	1719792.9999999998	4	7612987	28	7078587.999999999
Hirundo_rustica	0.052375	151664.82712693096	1697477.9999999998	1	1697477.9999999998	1	9299554	29	1697477.9999999998
Phylloscopus_trochilus	0.019381	142184.76167218128	771333.9999999999	1	771333.9999999999	1	9299554	32	771333.9999999999
Rhadina_sibilatrix	0.018362	142184.76167218128	771333.9999999999	1	771333.9999999999	1	9299554	32	771333.9999999999
N537	0.014303	142184.76167218128	780041.9999999999	2	1551375.9999999998	2	8528220	31	2322709.9999999995
Hylia_prasina	0.038752	123590.78890495533	1499098.9999999998	1	1499098.9999999998	1	9299554	32	1499098.9999999998
Aegithalos_caudatus	0.042278	130860.01975752127	1449597.9999999998	1	1449597.9999999998	1	9299554	33	1449597.9999999998
Erythrocercus_mccallii	0.035281	92721.72889219357	1344279.9999999998	1	1344279.9999999998	1	9299554	34	1344279.9999999998
Cettia_cetti	0.024217	89964.41336700284	891644.9999999998	1	891644.9999999998	1	9299554	35	891644.9999999998
Horornis_vulcanius	0.022	89964.41336700284	891644.9999999998	1	891644.9999999998	1	9299554	35	891644.9999999998
N543	0.010985	89964.41336700284	452634.99999999994	2	1344279.9999999998	2	8407909	34	2235924.9999999995
N544	0.003296	92721.72889219357	105317.99999999999	3	1449597.9999999998	3	7955274	33	3685522.999999999
N545	0.001543	130860.01975752127	49500.99999999999	4	1499098.9999999998	4	7849956	32	5184621.999999999
N546	0.002082	123590.78890495533	52276.999999999985	5	1551375.9999999998	5	7800455	31	6735997.999999999
N575	0.004547	76046.02785118924	190569.99999999997	29	2075902	13	7414222	23	39357210
Brachypodius_atriceps	0.02392	115615.45580037034	940505.9999999999	1	940505.9999999999	1	9299554	32	940505.9999999999
Pycnonotus_jocosus	0.023289	115615.45580037034	940505.9999999999	1	940505.9999999999	1	9299554	32	940505.9999999999
N550	0.017845	115615.45580037034	675620.9999999999	2	1616126.9999999998	2	8359048	31	2556632.9999999995
Sinosuthora_webbiana	0.028056	133644.62757065843	1232672.9999999998	1	1232672.9999999998	1	9299554	33	1232672.9999999998
Sylvia_atricapilla	0.017204	115805.96389787478	557319	1	557319	1	9299554	34	557319
Sylvia_borin	0.014675	115805.96389787478	557319	1	557319	1	9299554	34	557319
N554	0.008637	115805.96389787478	675353.9999999999	2	1232673	2	8742235	33	1789992
N555	0.004857	133644.62757065843	170095.99999999997	3	1402769	3	8066881	32	3192761
Sterrhoptilus_dennistouni	0.01199	147162.4196603662	546914.9999999999	1	546914.9999999999	1	9299554	34	546914.9999999999
Zosterops_hypoxanthus	0.003074	92610.55219481821	193327.99999999997	1	193327.99999999997	1	9299554	35	193327.99999999997
Zosterops_lateralis	0.002828	92610.55219481821	193327.99999999997	1	193327.99999999997	1	9299554	35	193327.99999999997
N559	0.00739	92610.55219481821	353586.99999999994	2	546914.9999999999	2	9106226	34	740242.9999999999
N560	0.017262	147162.4196603662	793074.9999999999	3	1339989.9999999998	3	8752639	33	2080232.9999999995
Pomatorhinus_ruficollis	0.028916	174207.57667346447	1278593.9999999998	1	1278593.9999999998	1	9299554	34	1278593.9999999998
Illadopsis_cleaveri	0.027175	262469.2719299304	1194818	1	1194818	1	9299554	35	1194818
Leiothrix_lutea	0.030129	262469.2719299304	1194818	1	1194818	1	9299554	35	1194818
N564	0.002335	262469.2719299304	83775.99999999999	2	1278594	2	8104736	34	2473412
N565	0.002255	174207.57667346447	61395.999999999985	3	1339990	3	8020960	33	3813402
N576	0.001351	306573.4301973721	160641.99999999997	33	2236544	14	7223652	22	44519861
N591	0.005006	90071.87908734831	186176.99999999997	6	2038061.9999999998	5	7447669	26	8901026
N614	0.008947	71119.48622388355	325732.99999999994	6	1452451.9999999998	5	8172835	30	5484322.999999999
N615	0.004027	72550.18776615444	105946.99999999997	7	1558399	6	7847102	29	7042722
N616	0.000516	194220.1522783803	45217.99999999999	8	1603617	7	7741155	28	8646339
N617	0.009594	79135.85153845587	369361.99999999994	13	1972979	8	7695937	27	14235026.999999998
N618	0.002043	170458.6515119147	65082.99999999999	14	2038062	9	7326575	26	16273088.999999998
N619	0.000317	429853.8937	30918.999999999996	20	2068981	10	7261492	25	25205033.999999996
N620	0.00012	253912.6724272972	14184.999999999998	21	2083166	11	7230573	24	27288199.999999996
N621	0.000802	793598.2414878821	118216	23	2201382	12	7216388	23	30839003
N641	0.000721	494761.9742	53980.99999999999	6	1635296.9999999998	5	7718238	29	6701579.999999999
Bombycilla_garrulus	0.03684	128678.43180117485	1349420.9999999998	1	1349420.9999999998	1	9299554	25	1349420.9999999998
Phainopepla_nitens	0.029256	128678.43180117485	1349420.9999999998	1	1349420.9999999998	1	9299554	25	1349420.9999999998
N579	0.013149	128678.43180117485	733744.9999999999	2	2083165.9999999995	2	7950133	24	3432586.999999999
Regulus_satrapa	0.069698	253912.6724272972	2068980.9999999998	1	2068980.9999999998	1	9299554	25	2068980.9999999998
Tichodroma_muraria	0.042605	90071.87908734831	1851884.9999999998	1	1851884.9999999998	1	9299554	27	1851884.9999999998
Sitta_europaea	0.054905	129645.97512976317	1819158.9999999998	1	1819158.9999999998	1	9299554	28	1819158.9999999998
Polioptila_caerulea	0.032058	91336.25442608634	1263671.9999999998	1	1263671.9999999998	1	9299554	30	1263671.9999999998
Thryothorus_ludovicianus	0.037118	91336.25442608634	1263671.9999999998	1	1263671.9999999998	1	9299554	30	1263671.9999999998
N585	0.011587	91336.25442608634	439287.99999999994	2	1702959.9999999998	2	8035882	29	2966631.9999999995
Certhia_brachydactyla	4.9e-05	209025.9980911597	225288	1	225288	1	9299554	30	225288
Certhia_familiaris	3.1e-05	209025.9980911597	225288	1	225288	1	9299554	30	225288
N588	0.043399	209025.9980911597	1477671.9999999998	2	1702959.9999999998	2	9074266	29	1928247.9999999998
N589	0.003057	73900.54360745876	116198.99999999999	4	1819158.9999999998	3	7596594	28	5011078.999999999
N590	0.001667	129645.97512976317	32725.999999999996	5	1851884.9999999998	4	7480395	27	6862963.999999999
N67	0.004167	201137.75755358886	256875.99999999997	8	4071986	5	5484443.999999999	7	19313192.999999996
Elachura_formosa	0.077968	170458.6515119147	1972978.9999999998	1	1972978.9999999998	1	9299554	27	1972978.9999999998
Buphagus_erythrorhynchus	0.023377	107854.36003687771	1126432.9999999998	1	1126432.9999999998	1	9299554	29	1126432.9999999998
Toxostoma_redivivum	0.029723	126889.83497295761	1086583	1	1086583	1	9299554	30	1086583
Rhabdornis_inornatus	0.023719	88009.41009075116	1026399.9999999998	1	1026399.9999999998	1	9299554	31	1026399.9999999998
Leucopsar_rothschildi	0.009016	86684.59320023839	376292.99999999994	1	376292.99999999994	1	9299554	32	376292.99999999994
Sturnus_vulgaris	0.008487	86684.59320023839	376292.99999999994	1	376292.99999999994	1	9299554	32	376292.99999999994
N598	0.013176	86684.59320023839	650106.9999999999	2	1026399.9999999998	2	8923261	31	1402692.9999999998
N599	0.001784	88009.41009075116	60182.999999999985	3	1086582.9999999998	3	8273154	30	2489275.9999999995
N600	0.001642	126889.83497295761	39849.99999999999	4	1126433	4	8212971	29	3615708.9999999995
N601	0.009263	107854.36003687771	477183.99999999994	5	1603617	5	8173121	28	5219325.999999999
Cinclus_mexicanus	0.050813	194220.1522783803	1558398.9999999998	1	1558398.9999999998	1	9299554	29	1558398.9999999998
Catharus_fuscescens	0.043358	72550.18776615444	1452451.9999999998	1	1452451.9999999998	1	9299554	30	1452451.9999999998
Cercotrichas_coryphaeus	0.016706	85246.49948446683	697070.9999999999	1	697070.9999999999	1	9299554	32	697070.9999999999
Copsychus_sechellarum	0.018213	85246.49948446683	697070.9999999999	1	697070.9999999999	1	9299554	32	697070.9999999999
N606	0.009078	85246.49948446683	429647.99999999994	2	1126718.9999999998	2	8602483	31	1823789.9999999995
Erithacus_rubecula	0.030442	75873.74232058822	904620.9999999999	1	904620.9999999999	1	9299554	32	904620.9999999999
Ficedula_albicollis	0.02065	134578.40800848088	797731.9999999999	1	797731.9999999999	1	9299554	33	797731.9999999999
Oenanthe_oenanthe	0.013953	72090.14987054437	505727.99999999994	1	505727.99999999994	1	9299554	34	505727.99999999994
Saxicola_maurus	0.012577	72090.14987054437	505727.99999999994	1	505727.99999999994	1	9299554	34	505727.99999999994
N611	0.007931	72090.14987054437	292004	2	797732	2	8793826	33	1303460
N612	0.002541	134578.40800848088	106888.99999999997	3	904621	3	8501822	32	2208081
N613	0.006631	75873.74232058822	222097.99999999997	4	1126719	4	8394933	31	3334800
N672	0.004813	174219.19081012777	155172.99999999997	6	1053013	4	8401714	36	4712994.999999999
N68	0.032865	249993.5055764055	1949850.9999999998	9	6021837	6	5227567.999999999	6	25335030
N689	0.003284	138026.8816113899	75258.99999999999	9	1053013	5	8321800	36	5490070.999999999
N69	0.011316	177875.3313333854	648686.9999999999	10	6670524	7	3277716.9999999995	5	32005554
N690	0.001417	247696.3026039494	36914	15	1089927	6	8246541	35	10239979.999999998
N691	0.001968	218254.97392133911	52914.99999999999	17	1142842	7	8209627	34	12415398.999999998
N692	0.005782	78376.17768860284	145015.99999999997	18	1287858	8	8156712	33	13703257
N693	0.004054	75403.09269664106	107704.99999999999	23	1395562.9999999998	9	8011696	32	16588959
Promerops_cafer	0.037842	160995.6844855372	1973604.9999999995	1	1973604.9999999995	1	9299554	24	1973604.9999999995
Dicaeum_eximium	0.035299	113431.25967089258	1592040.9999999998	1	1592040.9999999998	1	9299554	26	1592040.9999999998
Leptocoma_aspasia	0.027621	113431.25967089258	1592040.9999999998	1	1592040.9999999998	1	9299554	26	1592040.9999999998
N625	0.008181	113431.25967089258	360449.99999999994	2	1952490.9999999998	2	7707513	25	3544531.9999999995
Chloropsis_cyanopogon	0.013012	187773.32408439525	732608.9999999999	1	732608.9999999999	1	9299554	27	732608.9999999999
Chloropsis_hardwickii	0.017206	187773.32408439525	732608.9999999999	1	732608.9999999999	1	9299554	27	732608.9999999999
N628	0.025586	187773.32408439525	1129902.9999999998	2	1862511.9999999995	2	8566945	26	2595120.9999999995
Irena_cyanogastra	0.045679	122680.58393452707	1832950.9999999995	1	1832950.9999999995	1	9299554	27	1832950.9999999995
Peucedramus_taeniatus	0.037817	66122.44132785837	1731447.9999999998	1	1731447.9999999998	1	9299554	28	1731447.9999999998
Urocynchramus_pylzowi	0.034312	494761.9742	1581315.9999999998	1	1581315.9999999998	1	9299554	30	1581315.9999999998
Ploceus_nigricollis	0.024291	84480.26013465748	1419680.9999999998	1	1419680.9999999998	1	9299554	31	1419680.9999999998
Vidua_chalybeata	0.002743	143041.55467838803	216412.99999999997	1	216412.99999999997	1	9299554	33	216412.99999999997
Vidua_macroura	0.00224	143041.55467838803	216412.99999999997	1	216412.99999999997	1	9299554	33	216412.99999999997
N635	0.021169	143041.55467838803	972911.9999999999	2	1189324.9999999998	2	9083141	32	1405737.9999999998
Lonchura_striata	0.020165	80546.62890259505	659547.9999999999	1	659547.9999999999	1	9299554	33	659547.9999999999
Taeniopygia_guttata	0.018747	80546.62890259505	659547.9999999999	1	659547.9999999999	1	9299554	33	659547.9999999999
N638	0.010174	80546.62890259505	529776.9999999999	2	1189324.9999999998	2	8640006	32	1848872.9999999995
N639	0.005443	67918.60468864815	230355.99999999997	4	1419680.9999999998	3	8110229	31	3484966.9999999995
N640	0.004195	84480.26013465748	161634.99999999997	5	1581315.9999999998	4	7879873	30	5066282.999999999
N694	0.002804	80607.85297592684	77741.99999999999	24	1473304.9999999998	10	7903991	31	18062263.999999996
Prunella_fulvescens	0.012634	162987.93407036783	575381.9999999999	1	575381.9999999999	1	9299554	31	575381.9999999999
Prunella_himalayana	0.010603	162987.93407036783	575381.9999999999	1	575381.9999999999	1	9299554	31	575381.9999999999
N644	0.021641	162987.93407036783	1007295.9999999999	2	1582677.9999999998	2	8724172	30	2158059.9999999995
Passer_domesticus	0.032935	130261.56104054913	1255784.9999999998	1	1255784.9999999998	1	9299554	32	1255784.9999999998
Hypocryptadius_cinnamomeus	0.024472	130261.56104054913	1255784.9999999998	1	1255784.9999999998	1	9299554	32	1255784.9999999998
N647	0.005082	130261.56104054913	217519.99999999994	2	1473304.9999999998	2	8043769	31	2729089.9999999995
Motacilla_alba	0.035362	80607.85297592684	1395562.9999999998	1	1395562.9999999998	1	9299554	32	1395562.9999999998
Chlorodrepanis_virens	0.002087	69568.20523770375	139797.99999999997	1	139797.99999999997	1	9299554	35	139797.99999999997
Hemignathus_wilsoni	0.001748	69568.20523770375	139797.99999999997	1	139797.99999999997	1	9299554	35	139797.99999999997
N651	0.013229	69568.20523770375	629912.9999999999	2	769710.9999999999	2	9159756	34	909508.9999999999
Serinus_canaria	0.011591	61416.13457178318	447974.99999999994	1	447974.99999999994	1	9299554	35	447974.99999999994
Loxia_curvirostra	0.002519	55562.08651545124	132654.99999999997	1	132654.99999999997	1	9299554	36	132654.99999999997
Loxia_leucoptera	0.002289	55562.08651545124	132654.99999999997	1	132654.99999999997	1	9299554	36	132654.99999999997
N655	0.006009	55562.08651545124	315319.99999999994	2	447974.9999999999	2	9166899	35	580629.9999999999
N656	0.008411	61416.13457178318	321736	3	769711	3	8851579	34	1350341
N657	0.010208	82314.23015358878	518146.99999999994	5	1287858	4	8529843	33	2777997
Rhodinocichla_rosea	0.024522	78376.17768860284	1142841.9999999998	1	1142841.9999999998	1	9299554	34	1142841.9999999998
Calcarius_ornatus	0.026686	1056512.750824388	1032576.9999999999	1	1032576.9999999999	1	9299554	36	1032576.9999999999
Emberiza_fucata	0.029276	1056512.750824388	1032576.9999999999	1	1032576.9999999999	1	9299554	36	1032576.9999999999
N661	0.001155	1056512.750824388	57349.99999999999	2	1089926.9999999998	2	8266977	35	2122503.9999999995
Pheucticus_melanocephalus	0.01532	94024.01842463705	662410.9999999999	1	662410.9999999999	1	9299554	38	662410.9999999999
Cardinalis_cardinalis	0.018286	360434.85190960683	617494.9999999999	1	617494.9999999999	1	9299554	39	617494.9999999999
Passerina_amoena	0.016565	360434.85190960683	617494.9999999999	1	617494.9999999999	1	9299554	39	617494.9999999999
N665	0.000417	360434.85190960683	44915.99999999999	2	662410.9999999999	2	8682059	38	1279905.9999999998
N666	0.006382	94024.01842463705	235429	3	897839.9999999999	3	8637143	37	2177745.9999999995
Nesospiza_acunhae	0.019577	159162.85913425058	768090.9999999999	1	768090.9999999999	1	9299554	38	768090.9999999999
Geospiza_fortis	0.016772	230764.2295304853	714144.9999999999	1	714144.9999999999	1	9299554	39	714144.9999999999
Sporophila_hypoxantha	0.01674	230764.2295304853	714144.9999999999	1	714144.9999999999	1	9299554	39	714144.9999999999
N670	0.00205	230764.2295304853	53946	2	768090.9999999999	2	8585409	38	1482235.9999999998
N671	0.003978	159162.85913425058	129748.99999999999	3	897839.9999999999	3	8531463	37	2380075.9999999995
N695	0.00433	74082.32961201877	109373	26	1582678	11	7826249	30	20900727
Spizella_passerina	0.019883	101956.8758137468	761212.9999999999	1	761212.9999999999	1	9299554	38	761212.9999999999
Melospiza_melodia	0.015039	117219.1665503994	581275.9999999999	1	581275.9999999999	1	9299554	39	581275.9999999999
Junco_hyemalis	0.008492	68545.65923	345240.99999999994	1	345240.99999999994	1	9299554	40	345240.99999999994
Zonotrichia_albicollis	0.00933	68545.65923	345240.99999999994	1	345240.99999999994	1	9299554	40	345240.99999999994
N677	0.006737	68545.65923	236034.99999999997	2	581275.9999999999	2	8954313	39	926516.9999999998
N678	0.005383	117219.1665503994	179936.99999999997	3	761212.9999999999	3	8718278	38	1687729.9999999995
N679	0.007837	101956.8758137468	216540.99999999997	4	977753.9999999999	4	8538341	37	2665483.9999999995
Setophaga_coronata	0.005905	84357.24851112509	325579	1	325579	1	9299554	39	325579
Setophaga_kirtlandii	0.006703	84357.24851112509	325579	1	325579	1	9299554	39	325579
N682	0.021052	84357.24851112509	532390.9999999999	2	857969.9999999999	2	8973975	38	1183549
Agelaius_phoeniceus	0.005765	85662.80396832974	325166.99999999994	1	325166.99999999994	1	9299554	39	325166.99999999994
Molothrus_ater	0.005893	86422.8197	262857.99999999994	1	262857.99999999994	1	9299554	40	262857.99999999994
Quiscalus_mexicanus	0.006221	86422.8197	262857.99999999994	1	262857.99999999994	1	9299554	40	262857.99999999994
N686	0.001461	86422.8197	62308.99999999999	2	325166.99999999994	2	9036696	39	588024.9999999999
N687	0.014641	85662.80396832974	532802.9999999999	3	857969.9999999998	3	8974387	38	1445994.9999999998
N688	0.003098	224365.5549824697	119783.99999999999	5	977753.9999999999	4	8441584	37	2749327.9999999995
N696	0.001748	203904.4981521928	52619	28	1635297	12	7716876	29	23111406
N697	0.003226	97159.51966371847	96150.99999999999	34	1731448	13	7664257	28	29909137
N698	0.003592	66122.44132785837	101503	35	1832951	14	7568106	27	31742088
N699	0.001282	122680.58393452707	29560.999999999993	36	1862512	15	7466603	26	33604600
N700	0.002309	76706.92995448771	89978.99999999999	38	1952490.9999999998	16	7437042	25	36289699.99999999
N701	0.002366	20974.22293437584	21113.999999999996	40	1973604.9999999998	17	7347063	24	39855345.99999999
N702	0.002893	160995.6844855372	227776.99999999994	41	2201381.9999999995	18	7325949	23	42056727.99999999
N703	0.00084	144415.45200559648	35161.99999999999	64	2236544	19	7098172	22	72930892.99999999
N704	0.008102	94417.94680118014	355408.99999999994	97	2591953	20	7063010	21	117806163
N705	0.001854	217562.51505574535	59084.99999999999	100	2651038	21	6707601	20	124652341
N706	0.001094	215793.3326088825	79312.99999999999	102	2730351	22	6648516	19	129746868
N707	0.001234	250806.53477185316	50879.99999999999	103	2781231	23	6569203	18	132528099
N708	0.004093	102008.5804840518	168938.99999999997	104	2950170	24	6518323	17	135478269
N709	0.002314	146236.80509469946	107804.99999999999	135	3057975	25	6349384	16	195045336
N71	0.039037	279538.38388186315	2024047.9999999998	18	8842802	9	2480799.9999999995	3	61405452.99999999
N710	0.005687	105609.73210043181	274949	137	3332924	26	6241579	15	201269260
N711	0.010689	94094.7627	461804.99999999994	142	3794729	27	5966630	14	215191358
N712	0.005044	120466.52493987633	217812.99999999997	144	4012542	28	5504825	13	222505342.99999997
N713	0.009617	104552.8816374183	721877.9999999999	146	4734420	29	5287012	12	230109939.99999997
N714	0.006553	130057.17438548549	336232.99999999994	172	5070653	30	4565134	11	288953592.99999994
N716	0.002293	885327.3527548583	85554.99999999999	179	6256582	32	3128526.9999999995	9	313090895
N717	0.002081	381400.3608040691	56710	182	6313292	33	3042971.9999999995	8	322722877
N718	0.002332	480419.31891516387	68045.99999999999	184	6381338	34	2986261.9999999995	7	329875637
N719	0.006007	265266.01218303666	202369	222	6583707	35	2918215.9999999995	6	475026906
N720	0.001445	2250373.3869901206	61862.99999999999	301	6645570	36	2715846.9999999995	5	765505923
N721	0.001524	3572488.062276865	92455.99999999999	323	6738026	37	2653983.9999999995	4	841701113
N722	0.033558	378974.07872575405	2104775.9999999995	326	8842802	38	2561527.9999999995	3	857212699
N723	0.015851302970168585	321020.14856777596	456751.99999999994	344	9299554	39	456751.99999999994	2	919074904
N93	0.002771	860483.0781878408	26477.999999999996	9	6489294	5	2836737.9999999995	6	30488486
Passeriformes	0.036768	157851.1600163415	1100374	173	6171027	31	4228901	10	295124620
Pelecaniformes	0.001412	365437.3948089797	61901.99999999999	17	6131829	9	3229626.9999999995	11	60042467
Piciformes	0.009609	273564.6367063762	424536.99999999994	9	5988241	7	3735849.9999999995	13	30387069.999999996
Procellariiformes	0.004867	281597.98977083544	616440.9999999999	7	6064959	6	3851035.9999999995	12	28370442
Psittaciformes	0.051867	329297.10988994315	2645811.9999999995	6	6171027	5	5774338.999999999	10	17880720
root	0	318550.7015151208	None	363	9299554	40	0	1	983570872
Tinamiformes	0.076163	225835.6579245485	1889889.9999999998	10	6674692.999999999	6	4514751	5	29420122.999999996
